date,pred,lower,upper,adm_1
2024-10-06,36.435929463461214,0.0,158.3309745769087,PI
2024-10-13,34.81823144591036,0.0,156.71327655935784,PI
2024-10-20,32.246620731816705,0.0,154.14166584526419,PI
2024-10-27,30.13856848344736,0.0,152.03361359689484,PI
2024-11-03,32.075208737750565,0.0,153.97025385119804,PI
2024-11-10,35.37024480460212,0.0,157.26528991804958,PI
2024-11-17,38.42048048987516,0.0,160.3155256033226,PI
2024-11-24,38.99549235503083,0.0,160.8905374684783,PI
2024-12-01,42.439574258610186,0.0,164.33461937205766,PI
2024-12-08,42.54142794048908,0.0,164.43647305393654,PI
2024-12-15,40.502669708075175,0.0,162.39771482152264,PI
2024-12-22,38.65832851793193,0.0,160.5533736313794,PI
2024-12-29,35.89371811321792,0.0,157.7887632266654,PI
2025-01-05,74.89177753285531,0.0,196.78682264630277,PI
2025-01-12,95.10563272761158,0.0,217.00067784105903,PI
2025-01-19,94.11752194635513,0.0,216.0125670598026,PI
2025-01-26,116.58307324158146,0.0,238.47811835502893,PI
2025-02-02,143.09761122046777,21.202566107020303,264.99265633391525,PI
2025-02-09,156.83368541282954,34.93864029938207,278.728730526277,PI
2025-02-16,165.92530155948657,44.030256446039104,287.820346672934,PI
2025-02-23,167.01882420320433,45.123779089756866,288.9138693166518,PI
2025-03-02,195.00414718002924,73.10910206658177,316.8991922934767,PI
2025-03-09,260.64888323592606,138.7538381224786,382.5439283493735,PI
2025-03-16,330.1909555046691,208.29591039122164,452.08600061811654,PI
2025-03-23,401.1474649255451,279.2524198120976,523.0425100389925,PI
2025-03-30,448.8374915164452,326.94244640299775,570.7325366298927,PI
2025-04-06,475.22487477139384,353.3298296579464,597.1199198848414,PI
2025-04-13,518.5958363545042,396.7007912410567,640.4908814679517,PI
2025-04-20,576.0111403552926,454.11609524184513,697.9061854687401,PI
2025-04-27,561.0976142590727,439.2025691456252,682.9926593725202,PI
2025-05-04,522.4285539760364,400.5335088625889,644.3235990894839,PI
2025-05-11,537.0794820699215,415.18443695647403,658.974527183369,PI
2025-05-18,484.89026000188755,362.9952148884401,606.7853051153351,PI
2025-05-25,417.5235009628845,295.62845584943705,539.418546076332,PI
2025-06-01,374.4736019275265,252.57855681407904,496.36864704097394,PI
2025-06-08,330.7009556608424,208.80591054739494,452.59600077428985,PI
2025-06-15,302.3470513341389,180.45200622069143,424.24209644758633,PI
2025-06-22,263.4298503213853,141.53480520793784,385.32489543483274,PI
2025-06-29,226.4850174592027,104.58997234575524,348.38006257265016,PI
2025-07-06,192.807334529834,70.91228941638654,314.70237964328146,PI
2025-07-13,163.49812022220962,41.603075108762155,285.3931653356571,PI
2025-07-20,146.5302137274961,24.635168614048624,268.42525884094357,PI
2025-07-27,120.43527107806375,0.0,242.3303161915112,PI
2025-08-03,109.79281051306579,0.0,231.68785562651325,PI
2025-08-10,94.68089952138236,0.0,216.57594463482982,PI
2025-08-17,82.76491574838596,0.0,204.65996086183344,PI
2025-08-24,80.15143567048212,0.0,202.04648078392958,PI
2025-08-31,67.05213150513356,0.0,188.947176618581,PI
2025-09-07,55.79728855147581,0.0,177.69233366492327,PI
2025-09-14,48.80406450639711,0.0,170.6991096198446,PI
2025-09-21,46.42195281623597,0.0,168.31699792968345,PI
2025-09-28,37.56886386624764,0.0,159.4639089796951,PI
