date,pred,lower,upper,adm_1
2024-10-06,10.78230181,0,623.3325732,RS
2024-10-13,11.08338673,0,623.6336581,RS
2024-10-20,12.51376924,0,625.0640407,RS
2024-10-27,12.69408635,0,625.2443578,RS
2024-11-03,13.31821636,0,625.8684878,RS
2024-11-10,15.34638153,0,627.8966529,RS
2024-11-17,19.83777741,0,632.3880488,RS
2024-11-24,22.63584485,0,635.1861163,RS
2024-12-01,26.51354512,0,639.0638165,RS
2024-12-08,29.76243064,0,642.312702,RS
2024-12-15,32.18974699,0,644.7400184,RS
2024-12-22,32.10666086,0,644.6569323,RS
2024-12-29,27.8524178,0,640.4026892,RS
2025-01-05,46.18414229,0,658.7344137,RS
2025-01-12,45.30207121,0,657.8523426,RS
2025-01-19,46.91375282,0,659.4640242,RS
2025-01-26,49.18190973,0,661.7321811,RS
2025-02-02,54.21952834,0,666.7697997,RS
2025-02-09,68.95600541,0,681.5062768,RS
2025-02-16,123.6542535,0,736.2045249,RS
2025-02-23,157.3057364,0,769.8560078,RS
2025-03-02,338.789131,0,951.3394024,RS
2025-03-09,544.0908172,0,1156.641089,RS
2025-03-16,577.7021561,0,1190.252428,RS
2025-03-23,768.0616296,155.5113582,1380.611901,RS
2025-03-30,775.2735761,162.7233047,1387.823847,RS
2025-04-06,822.6384046,210.0881332,1435.188676,RS
2025-04-13,1055.130746,442.5804741,1667.681017,RS
2025-04-20,1006.300538,393.7502663,1618.850809,RS
2025-04-27,880.8349961,268.2847247,1493.385267,RS
2025-05-04,845.169376,232.6191046,1457.719647,RS
2025-05-11,528.1905884,0,1140.74086,RS
2025-05-18,517.358704,0,1129.908975,RS
2025-05-25,285.5211303,0,898.0714017,RS
2025-06-01,253.162469,0,865.7127404,RS
2025-06-08,116.1070849,0,728.6573563,RS
2025-06-15,131.828404,0,744.3786754,RS
2025-06-22,69.98182486,0,682.5320963,RS
2025-06-29,62.87279949,0,675.4230709,RS
2025-07-06,58.37601581,0,670.9262872,RS
2025-07-13,41.42316375,0,653.9734352,RS
2025-07-20,27.34485826,0,639.8951297,RS
2025-07-27,23.95255381,0,636.5028252,RS
2025-08-03,23.3467147,0,635.8969861,RS
2025-08-10,24.05355672,0,636.6038281,RS
2025-08-17,16.92337052,0,629.4736419,RS
2025-08-24,14.14984772,0,626.7001191,RS
2025-08-31,13.50672611,0,626.0569975,RS
2025-09-07,9.810833841,0,622.3611052,RS
2025-09-14,11.21108978,0,623.7613612,RS
2025-09-21,10.79233891,0,623.3426103,RS
2025-09-28,11.3599028,0,623.9101742,RS
