date,pred,lower,upper,adm_1
2024-10-06,260.80983042613684,0.0,548.4451176119045,ES
2024-10-13,247.15669369447545,0.0,534.791980880243,ES
2024-10-20,279.2119304508508,0.0,566.8472176366184,ES
2024-10-27,261.1874217652434,0.0,548.822708951011,ES
2024-11-03,269.40485908034844,0.0,557.0401462661162,ES
2024-11-10,308.140395634787,20.50510844901936,595.7756828205547,ES
2024-11-17,299.15334581155986,11.518058625792207,586.7886329973276,ES
2024-11-24,356.4818502217002,68.84656303593255,644.1171374074679,ES
2024-12-01,431.7942181671023,144.15893098133466,719.4295053528699,ES
2024-12-08,498.17222378610813,210.53693660034048,785.8075109718758,ES
2024-12-15,515.0195115750148,227.38422438924715,802.6547987607825,ES
2024-12-22,450.57835297649694,162.9430657907293,738.2136401622646,ES
2024-12-29,542.284686714424,254.64939952865632,829.9199739001916,ES
2025-01-05,872.412613721389,584.7773265356213,1160.0479009071566,ES
2025-01-12,875.9459774487619,588.3106902629943,1163.5812646345296,ES
2025-01-19,1005.3964424371457,717.761155251378,1293.0317296229132,ES
2025-01-26,1018.7185161952634,731.0832290094958,1306.353803381031,ES
2025-02-02,1071.9370262673347,784.301739081567,1359.5723134531022,ES
2025-02-09,1264.7830281670558,977.1477409812882,1552.4183153528234,ES
2025-02-16,1370.4170290305963,1082.7817418448285,1658.052316216364,ES
2025-02-23,1449.199055355507,1161.5637681697394,1736.8343425412745,ES
2025-03-02,1560.137355036043,1272.5020678502751,1847.7726422218107,ES
2025-03-09,1649.7264200961831,1362.0911329104156,1937.3617072819507,ES
2025-03-16,1728.1375275127075,1440.50224032694,2015.772814698475,ES
2025-03-23,1682.7422451200027,1395.1069579342352,1970.3775323057703,ES
2025-03-30,1739.7322333750756,1452.0969461893078,2027.3675205608433,ES
2025-04-06,1686.099572378271,1398.4642851925032,1973.7348595640387,ES
2025-04-13,1596.00371133185,1308.3684241460824,1883.6389985176174,ES
2025-04-20,1501.8861988211215,1214.250911635354,1789.521486006889,ES
2025-04-27,1449.8513826488893,1162.2160954631217,1737.4866698346568,ES
2025-05-04,1476.0892890897394,1188.4540019039719,1763.724576275507,ES
2025-05-11,1452.6535863573067,1165.0182991715392,1740.2888735430743,ES
2025-05-18,1283.1365449346067,995.5012577488391,1570.7718321203743,ES
2025-05-25,1099.7887329569096,812.153445771142,1387.4240201426774,ES
2025-06-01,1154.955504738862,867.3202175530943,1442.5907919246297,ES
2025-06-08,998.6179402451937,710.9826530594261,1286.2532274309615,ES
2025-06-15,907.2072849291817,619.571997743414,1194.8425721149492,ES
2025-06-22,806.4062168932564,518.7709297074888,1094.041504079024,ES
2025-06-29,744.1763113441142,456.54102415834654,1031.8115985298818,ES
2025-07-06,675.1239369126429,387.4886497268752,962.7592240984105,ES
2025-07-13,557.8330352843342,270.19774809856654,845.4683224701018,ES
2025-07-20,460.6375098378538,173.00222265208618,748.2727970236215,ES
2025-07-27,428.76523932329127,141.12995213752362,716.4005265090589,ES
2025-08-03,397.81201138668837,110.17672420092072,685.447298572456,ES
2025-08-10,369.9920978673901,82.35681068162245,657.6273850531577,ES
2025-08-17,325.72746640839046,38.0921792226228,613.3627535941581,ES
2025-08-24,296.72810923032927,9.092822044561615,584.363396416097,ES
2025-08-31,271.5862044233738,0.0,559.2214916091414,ES
2025-09-07,251.36844391384767,0.0,539.0037310996154,ES
2025-09-14,303.5221002414096,15.886813055641937,591.1573874271772,ES
2025-09-21,293.22756377753115,5.592276591763493,580.8628509632988,ES
2025-09-28,262.2852931604983,0.0,549.920580346266,ES
